HHS,Year,Quarter,Category,Actual_Revenue,Budgeted_Revenue,Variance,Variance_Pct,FY
Townsville,2020,Q2,Medical Imaging (Private),87999.0,80066.0,7934.0,9.91,FY2020/21
Townsville,2020,Q2,Accommodation Fees,33531.0,36196.0,-2665.0,-7.36,FY2020/21
Townsville,2020,Q2,Equipment Hire,25310.0,23896.0,1414.0,5.92,FY2020/21
Townsville,2020,Q2,Research Grants,57279.0,61393.0,-4114.0,-6.7,FY2020/21
Townsville,2020,Q2,Other Commercial,17922.0,18549.0,-627.0,-3.38,FY2020/21
Townsville,2020,Q3,Car Parking,151197.0,159000.0,-7803.0,-4.91,FY2020/21
Townsville,2020,Q3,Cafeteria & Food Services,95202.0,91634.0,3568.0,3.89,FY2020/21
Townsville,2020,Q3,Private Patient Fees,306912.0,289092.0,17820.0,6.16,FY2020/21
Townsville,2020,Q3,Pharmacy Retail,119831.0,123320.0,-3490.0,-2.83,FY2020/21
Townsville,2020,Q3,Medical Imaging (Private),89060.0,85558.0,3502.0,4.09,FY2020/21
Townsville,2020,Q3,Accommodation Fees,38269.0,40304.0,-2035.0,-5.05,FY2020/21
Townsville,2020,Q3,Equipment Hire,28120.0,30738.0,-2619.0,-8.52,FY2020/21
Townsville,2020,Q3,Research Grants,61125.0,56610.0,4514.0,7.97,FY2020/21
Townsville,2020,Q3,Other Commercial,18661.0,19516.0,-856.0,-4.39,FY2020/21
Townsville,2020,Q4,Car Parking,164204.0,154575.0,9628.0,6.23,FY2020/21
Townsville,2020,Q4,Cafeteria & Food Services,89706.0,86336.0,3370.0,3.9,FY2020/21
Townsville,2020,Q4,Private Patient Fees,308175.0,317126.0,-8951.0,-2.82,FY2020/21
Townsville,2020,Q4,Pharmacy Retail,113860.0,107763.0,6098.0,5.66,FY2020/21
Townsville,2020,Q4,Medical Imaging (Private),78817.0,75178.0,3639.0,4.84,FY2020/21
Townsville,2020,Q4,Accommodation Fees,33251.0,35136.0,-1885.0,-5.36,FY2020/21
Townsville,2020,Q4,Equipment Hire,29523.0,28757.0,766.0,2.66,FY2020/21
Townsville,2020,Q4,Research Grants,66510.0,71791.0,-5281.0,-7.36,FY2020/21
Townsville,2020,Q4,Other Commercial,19411.0,18179.0,1231.0,6.77,FY2020/21
Townsville,2021,Q1,Car Parking,216098.0,210768.0,5330.0,2.53,FY2021/22
Townsville,2021,Q1,Cafeteria & Food Services,104030.0,94926.0,9104.0,9.59,FY2021/22
Townsville,2021,Q1,Private Patient Fees,377460.0,347944.0,29516.0,8.48,FY2021/22
Townsville,2021,Q1,Pharmacy Retail,122010.0,117543.0,4467.0,3.8,FY2021/22
Townsville,2021,Q1,Medical Imaging (Private),104602.0,112458.0,-7855.0,-6.99,FY2021/22
Townsville,2021,Q1,Accommodation Fees,41230.0,44188.0,-2958.0,-6.69,FY2021/22
Townsville,2021,Q1,Equipment Hire,35245.0,37110.0,-1865.0,-5.03,FY2021/22
Townsville,2021,Q1,Research Grants,69321.0,71960.0,-2639.0,-3.67,FY2021/22
Townsville,2021,Q1,Other Commercial,23952.0,24827.0,-874.0,-3.52,FY2021/22
Townsville,2021,Q2,Car Parking,186898.0,186919.0,-22.0,-0.01,FY2021/22
Townsville,2021,Q2,Cafeteria & Food Services,111989.0,112226.0,-237.0,-0.21,FY2021/22
Townsville,2021,Q2,Private Patient Fees,344174.0,331237.0,12937.0,3.91,FY2021/22
Townsville,2021,Q2,Pharmacy Retail,139269.0,149336.0,-10067.0,-6.74,FY2021/22
Townsville,2021,Q2,Medical Imaging (Private),88907.0,96951.0,-8044.0,-8.3,FY2021/22
Townsville,2021,Q2,Accommodation Fees,41504.0,42851.0,-1347.0,-3.14,FY2021/22
Townsville,2021,Q2,Equipment Hire,34423.0,36571.0,-2148.0,-5.87,FY2021/22
Townsville,2021,Q2,Research Grants,83846.0,80709.0,3137.0,3.89,FY2021/22
Townsville,2021,Q2,Other Commercial,23503.0,21772.0,1731.0,7.95,FY2021/22
Townsville,2021,Q3,Car Parking,204353.0,214243.0,-9890.0,-4.62,FY2021/22
Townsville,2021,Q3,Cafeteria & Food Services,112820.0,107231.0,5589.0,5.21,FY2021/22
Townsville,2021,Q3,Private Patient Fees,412623.0,385296.0,27327.0,7.09,FY2021/22
Townsville,2021,Q3,Pharmacy Retail,115936.0,120978.0,-5042.0,-4.17,FY2021/22
Townsville,2021,Q3,Medical Imaging (Private),96811.0,103570.0,-6759.0,-6.53,FY2021/22
Townsville,2021,Q3,Accommodation Fees,42071.0,39280.0,2791.0,7.11,FY2021/22
Townsville,2021,Q3,Equipment Hire,35083.0,35426.0,-343.0,-0.97,FY2021/22
Townsville,2021,Q3,Research Grants,70093.0,73183.0,-3089.0,-4.22,FY2021/22
Townsville,2021,Q3,Other Commercial,21699.0,22151.0,-453.0,-2.04,FY2021/22
Townsville,2021,Q4,Car Parking,192941.0,205625.0,-12684.0,-6.17,FY2021/22
Townsville,2021,Q4,Cafeteria & Food Services,116763.0,121653.0,-4890.0,-4.02,FY2021/22
Townsville,2021,Q4,Private Patient Fees,342851.0,366086.0,-23235.0,-6.35,FY2021/22
Townsville,2021,Q4,Pharmacy Retail,135175.0,140502.0,-5327.0,-3.79,FY2021/22
Townsville,2021,Q4,Medical Imaging (Private),94182.0,101326.0,-7144.0,-7.05,FY2021/22
Townsville,2021,Q4,Accommodation Fees,45623.0,42088.0,3535.0,8.4,FY2021/22
Townsville,2021,Q4,Equipment Hire,31743.0,34196.0,-2453.0,-7.17,FY2021/22
Townsville,2021,Q4,Research Grants,67512.0,73742.0,-6230.0,-8.45,FY2021/22
Townsville,2021,Q4,Other Commercial,22571.0,23165.0,-593.0,-2.56,FY2021/22
Townsville,2022,Q1,Car Parking,215059.0,204255.0,10805.0,5.29,FY2022/23
Townsville,2022,Q1,Cafeteria & Food Services,139855.0,134212.0,5643.0,4.2,FY2022/23
Townsville,2022,Q1,Private Patient Fees,471801.0,461716.0,10085.0,2.18,FY2022/23
Townsville,2022,Q1,Pharmacy Retail,138592.0,125029.0,13562.0,10.85,FY2022/23
Townsville,2022,Q1,Medical Imaging (Private),115005.0,125948.0,-10943.0,-8.69,FY2022/23
Townsville,2022,Q1,Accommodation Fees,48988.0,47588.0,1399.0,2.94,FY2022/23
Townsville,2022,Q1,Equipment Hire,36513.0,36663.0,-150.0,-0.41,FY2022/23
Townsville,2022,Q1,Research Grants,87248.0,93877.0,-6629.0,-7.06,FY2022/23
Townsville,2022,Q1,Other Commercial,25322.0,25361.0,-39.0,-0.15,FY2022/23
Townsville,2022,Q2,Car Parking,207839.0,227906.0,-20066.0,-8.8,FY2022/23
Townsville,2022,Q2,Cafeteria & Food Services,118853.0,108711.0,10141.0,9.33,FY2022/23
Townsville,2022,Q2,Private Patient Fees,459868.0,468639.0,-8771.0,-1.87,FY2022/23
Townsville,2022,Q2,Pharmacy Retail,148638.0,146325.0,2313.0,1.58,FY2022/23
Townsville,2022,Q2,Medical Imaging (Private),121581.0,114182.0,7399.0,6.48,FY2022/23
Townsville,2022,Q2,Accommodation Fees,54463.0,56084.0,-1620.0,-2.89,FY2022/23
Townsville,2022,Q2,Equipment Hire,37194.0,36882.0,312.0,0.85,FY2022/23
Townsville,2022,Q2,Research Grants,83339.0,87541.0,-4202.0,-4.8,FY2022/23
Townsville,2022,Q2,Other Commercial,25366.0,24457.0,909.0,3.72,FY2022/23
Townsville,2022,Q3,Car Parking,232838.0,255924.0,-23085.0,-9.02,FY2022/23
Townsville,2022,Q3,Cafeteria & Food Services,124475.0,134949.0,-10473.0,-7.76,FY2022/23
Townsville,2022,Q3,Private Patient Fees,426079.0,388135.0,37944.0,9.78,FY2022/23
Townsville,2022,Q3,Pharmacy Retail,140958.0,138666.0,2292.0,1.65,FY2022/23
Townsville,2022,Q3,Medical Imaging (Private),106139.0,95530.0,10609.0,11.11,FY2022/23
Townsville,2022,Q3,Accommodation Fees,55613.0,59438.0,-3825.0,-6.44,FY2022/23
Townsville,2022,Q3,Equipment Hire,40138.0,37471.0,2667.0,7.12,FY2022/23
Townsville,2022,Q3,Research Grants,80444.0,73487.0,6957.0,9.47,FY2022/23
Townsville,2022,Q3,Other Commercial,26648.0,28933.0,-2285.0,-7.9,FY2022/23
Townsville,2022,Q4,Car Parking,223798.0,206751.0,17047.0,8.25,FY2022/23
Townsville,2022,Q4,Cafeteria & Food Services,126816.0,122982.0,3834.0,3.12,FY2022/23
Townsville,2022,Q4,Private Patient Fees,429245.0,439661.0,-10416.0,-2.37,FY2022/23
Townsville,2022,Q4,Pharmacy Retail,159693.0,147256.0,12437.0,8.45,FY2022/23
Townsville,2022,Q4,Medical Imaging (Private),101112.0,111109.0,-9997.0,-9.0,FY2022/23
Townsville,2022,Q4,Accommodation Fees,47332.0,43108.0,4224.0,9.8,FY2022/23
Townsville,2022,Q4,Equipment Hire,35109.0,31871.0,3237.0,10.16,FY2022/23
Townsville,2022,Q4,Research Grants,86210.0,91424.0,-5214.0,-5.7,FY2022/23
Townsville,2022,Q4,Other Commercial,24324.0,24053.0,272.0,1.13,FY2022/23
Townsville,2023,Q1,Car Parking,243711.0,244144.0,-434.0,-0.18,FY2023/24
Townsville,2023,Q1,Cafeteria & Food Services,141190.0,151526.0,-10336.0,-6.82,FY2023/24
Townsville,2023,Q1,Private Patient Fees,401235.0,423548.0,-22312.0,-5.27,FY2023/24
Townsville,2023,Q1,Pharmacy Retail,154435.0,169534.0,-15099.0,-8.91,FY2023/24
Townsville,2023,Q1,Medical Imaging (Private),116457.0,127798.0,-11341.0,-8.87,FY2023/24
Townsville,2023,Q1,Accommodation Fees,55143.0,52371.0,2773.0,5.29,FY2023/24
Townsville,2023,Q1,Equipment Hire,39335.0,43207.0,-3872.0,-8.96,FY2023/24
Townsville,2023,Q1,Research Grants,98748.0,90796.0,7952.0,8.76,FY2023/24
Townsville,2023,Q1,Other Commercial,27271.0,26429.0,842.0,3.19,FY2023/24
Townsville,2023,Q2,Car Parking,206185.0,202205.0,3980.0,1.97,FY2023/24
Townsville,2023,Q2,Cafeteria & Food Services,121649.0,129407.0,-7758.0,-6.0,FY2023/24
Townsville,2023,Q2,Private Patient Fees,436967.0,465591.0,-28623.0,-6.15,FY2023/24
Townsville,2023,Q2,Pharmacy Retail,137218.0,131944.0,5274.0,4.0,FY2023/24
Townsville,2023,Q2,Medical Imaging (Private),109664.0,103821.0,5844.0,5.63,FY2023/24
Townsville,2023,Q2,Accommodation Fees,46582.0,43667.0,2915.0,6.68,FY2023/24
Townsville,2023,Q2,Equipment Hire,39496.0,37848.0,1648.0,4.35,FY2023/24
Townsville,2023,Q2,Research Grants,89141.0,86946.0,2195.0,2.52,FY2023/24
Townsville,2023,Q2,Other Commercial,28328.0,30624.0,-2296.0,-7.5,FY2023/24
Townsville,2023,Q3,Car Parking,233461.0,225530.0,7930.0,3.52,FY2023/24
Townsville,2023,Q3,Cafeteria & Food Services,117660.0,128329.0,-10669.0,-8.31,FY2023/24
Townsville,2023,Q3,Private Patient Fees,406726.0,390266.0,16460.0,4.22,FY2023/24
Townsville,2023,Q3,Pharmacy Retail,148348.0,143020.0,5329.0,3.73,FY2023/24
Townsville,2023,Q3,Medical Imaging (Private),107507.0,113595.0,-6088.0,-5.36,FY2023/24
Townsville,2023,Q3,Accommodation Fees,47260.0,48535.0,-1275.0,-2.63,FY2023/24
Townsville,2023,Q3,Equipment Hire,35457.0,32412.0,3046.0,9.4,FY2023/24
Townsville,2023,Q3,Research Grants,99880.0,93690.0,6190.0,6.61,FY2023/24
Townsville,2023,Q3,Other Commercial,27987.0,28237.0,-250.0,-0.88,FY2023/24
Townsville,2023,Q4,Car Parking,210163.0,229307.0,-19144.0,-8.35,FY2023/24
Townsville,2023,Q4,Cafeteria & Food Services,122030.0,130808.0,-8778.0,-6.71,FY2023/24
Townsville,2023,Q4,Private Patient Fees,418576.0,448207.0,-29630.0,-6.61,FY2023/24
Townsville,2023,Q4,Pharmacy Retail,137691.0,138015.0,-324.0,-0.24,FY2023/24
Townsville,2023,Q4,Medical Imaging (Private),124489.0,135315.0,-10825.0,-8.0,FY2023/24
Townsville,2023,Q4,Accommodation Fees,57072.0,60720.0,-3648.0,-6.01,FY2023/24
Townsville,2023,Q4,Equipment Hire,42607.0,40044.0,2563.0,6.4,FY2023/24
Townsville,2023,Q4,Research Grants,86233.0,82594.0,3640.0,4.41,FY2023/24
Townsville,2023,Q4,Other Commercial,25217.0,24679.0,538.0,2.18,FY2023/24
Townsville,2024,Q1,Car Parking,242688.0,226179.0,16509.0,7.3,FY2024/25
Townsville,2024,Q1,Cafeteria & Food Services,139523.0,130247.0,9276.0,7.12,FY2024/25
Townsville,2024,Q1,Private Patient Fees,445644.0,445942.0,-298.0,-0.07,FY2024/25
Townsville,2024,Q1,Pharmacy Retail,171469.0,179681.0,-8212.0,-4.57,FY2024/25
Townsville,2024,Q1,Medical Imaging (Private),124253.0,115699.0,8554.0,7.39,FY2024/25
Townsville,2024,Q1,Accommodation Fees,53962.0,49510.0,4452.0,8.99,FY2024/25
Townsville,2024,Q1,Equipment Hire,38842.0,38170.0,672.0,1.76,FY2024/25
Townsville,2024,Q1,Research Grants,83067.0,79312.0,3755.0,4.73,FY2024/25
Townsville,2024,Q1,Other Commercial,29598.0,32283.0,-2685.0,-8.32,FY2024/25
Townsville,2024,Q2,Car Parking,231610.0,210445.0,21164.0,10.06,FY2024/25
Townsville,2024,Q2,Cafeteria & Food Services,123126.0,120472.0,2654.0,2.2,FY2024/25
Townsville,2024,Q2,Private Patient Fees,517076.0,479971.0,37105.0,7.73,FY2024/25
Townsville,2024,Q2,Pharmacy Retail,170204.0,156883.0,13321.0,8.49,FY2024/25
Townsville,2024,Q2,Medical Imaging (Private),133927.0,130756.0,3171.0,2.43,FY2024/25
Townsville,2024,Q2,Accommodation Fees,56885.0,55094.0,1791.0,3.25,FY2024/25
Townsville,2024,Q2,Equipment Hire,41246.0,38706.0,2541.0,6.56,FY2024/25
Townsville,2024,Q2,Research Grants,85447.0,92933.0,-7486.0,-8.06,FY2024/25
Townsville,2024,Q2,Other Commercial,29354.0,31629.0,-2275.0,-7.19,FY2024/25
Townsville,2024,Q3,Car Parking,247349.0,262599.0,-15250.0,-5.81,FY2024/25
Townsville,2024,Q3,Cafeteria & Food Services,119602.0,115650.0,3952.0,3.42,FY2024/25
Townsville,2024,Q3,Private Patient Fees,446024.0,458125.0,-12100.0,-2.64,FY2024/25
Townsville,2024,Q3,Pharmacy Retail,154546.0,143682.0,10864.0,7.56,FY2024/25
Townsville,2024,Q3,Medical Imaging (Private),122840.0,130563.0,-7724.0,-5.92,FY2024/25
Townsville,2024,Q3,Accommodation Fees,51850.0,48037.0,3813.0,7.94,FY2024/25
Townsville,2024,Q3,Equipment Hire,37107.0,35159.0,1948.0,5.54,FY2024/25
Townsville,2024,Q3,Research Grants,88895.0,91434.0,-2539.0,-2.78,FY2024/25
Townsville,2024,Q3,Other Commercial,27326.0,28398.0,-1072.0,-3.77,FY2024/25
Townsville,2024,Q4,Car Parking,232196.0,247242.0,-15046.0,-6.09,FY2024/25
Townsville,2024,Q4,Cafeteria & Food Services,123926.0,123159.0,767.0,0.62,FY2024/25
Townsville,2024,Q4,Private Patient Fees,500622.0,468598.0,32024.0,6.83,FY2024/25
Townsville,2024,Q4,Pharmacy Retail,145091.0,156225.0,-11134.0,-7.13,FY2024/25
Townsville,2024,Q4,Medical Imaging (Private),115534.0,119783.0,-4249.0,-3.55,FY2024/25
Townsville,2024,Q4,Accommodation Fees,47281.0,49079.0,-1797.0,-3.66,FY2024/25
Townsville,2024,Q4,Equipment Hire,38254.0,34855.0,3399.0,9.75,FY2024/25
Townsville,2024,Q4,Research Grants,95841.0,90873.0,4968.0,5.47,FY2024/25
Townsville,2024,Q4,Other Commercial,25955.0,23778.0,2177.0,9.16,FY2024/25
Mackay,2019,Q1,Car Parking,105445.0,101184.0,4260.0,4.21,FY2019/20
Mackay,2019,Q1,Cafeteria & Food Services,57699.0,62440.0,-4741.0,-7.59,FY2019/20
Mackay,2019,Q1,Private Patient Fees,197445.0,196808.0,637.0,0.32,FY2019/20
Mackay,2019,Q1,Pharmacy Retail,69856.0,67169.0,2687.0,4.0,FY2019/20
Mackay,2019,Q1,Medical Imaging (Private),63490.0,59194.0,4296.0,7.26,FY2019/20
Mackay,2019,Q1,Accommodation Fees,28462.0,26787.0,1675.0,6.25,FY2019/20
Mackay,2019,Q1,Equipment Hire,20313.0,20503.0,-190.0,-0.92,FY2019/20
Mackay,2019,Q1,Research Grants,48934.0,49462.0,-528.0,-1.07,FY2019/20
Mackay,2019,Q1,Other Commercial,12906.0,12120.0,786.0,6.49,FY2019/20
Mackay,2019,Q2,Car Parking,105972.0,114799.0,-8827.0,-7.69,FY2019/20
Mackay,2019,Q2,Cafeteria & Food Services,61356.0,59786.0,1570.0,2.63,FY2019/20
Mackay,2019,Q2,Private Patient Fees,237968.0,230297.0,7671.0,3.33,FY2019/20
Mackay,2019,Q2,Pharmacy Retail,85132.0,89183.0,-4051.0,-4.54,FY2019/20
Mackay,2019,Q2,Medical Imaging (Private),58947.0,63437.0,-4491.0,-7.08,FY2019/20
Mackay,2019,Q2,Accommodation Fees,22833.0,21723.0,1109.0,5.11,FY2019/20
Mackay,2019,Q2,Equipment Hire,19039.0,17999.0,1040.0,5.78,FY2019/20
Mackay,2019,Q2,Research Grants,47422.0,51398.0,-3976.0,-7.74,FY2019/20
Mackay,2019,Q2,Other Commercial,12566.0,12169.0,397.0,3.26,FY2019/20
Mackay,2019,Q3,Car Parking,127961.0,126550.0,1411.0,1.12,FY2019/20
Mackay,2019,Q3,Cafeteria & Food Services,63832.0,61938.0,1894.0,3.06,FY2019/20
Mackay,2019,Q3,Private Patient Fees,246017.0,249410.0,-3393.0,-1.36,FY2019/20
Mackay,2019,Q3,Pharmacy Retail,81632.0,86723.0,-5091.0,-5.87,FY2019/20
Mackay,2019,Q3,Medical Imaging (Private),55414.0,54679.0,735.0,1.34,FY2019/20
Mackay,2019,Q3,Accommodation Fees,27741.0,26982.0,759.0,2.81,FY2019/20
Mackay,2019,Q3,Equipment Hire,20554.0,22367.0,-1813.0,-8.1,FY2019/20
Mackay,2019,Q3,Research Grants,46125.0,48354.0,-2229.0,-4.61,FY2019/20
Mackay,2019,Q3,Other Commercial,13737.0,14685.0,-948.0,-6.46,FY2019/20
Mackay,2019,Q4,Car Parking,112298.0,102220.0,10078.0,9.86,FY2019/20
Mackay,2019,Q4,Cafeteria & Food Services,62493.0,64665.0,-2172.0,-3.36,FY2019/20
Mackay,2019,Q4,Private Patient Fees,221331.0,232351.0,-11021.0,-4.74,FY2019/20
Mackay,2019,Q4,Pharmacy Retail,74164.0,76163.0,-1999.0,-2.62,FY2019/20
Mackay,2019,Q4,Medical Imaging (Private),53265.0,55922.0,-2657.0,-4.75,FY2019/20
Mackay,2019,Q4,Accommodation Fees,25881.0,24349.0,1532.0,6.29,FY2019/20
Mackay,2019,Q4,Equipment Hire,18241.0,19148.0,-907.0,-4.74,FY2019/20
Mackay,2019,Q4,Research Grants,44613.0,42079.0,2534.0,6.02,FY2019/20
Mackay,2019,Q4,Other Commercial,14235.0,14848.0,-612.0,-4.13,FY2019/20
Mackay,2020,Q1,Car Parking,98756.0,97316.0,1440.0,1.48,FY2020/21
Mackay,2020,Q1,Cafeteria & Food Services,49145.0,53056.0,-3911.0,-7.37,FY2020/21
Mackay,2020,Q1,Private Patient Fees,174080.0,181297.0,-7217.0,-3.98,FY2020/21
Mackay,2020,Q1,Pharmacy Retail,55799.0,55205.0,595.0,1.08,FY2020/21
Mackay,2020,Q1,Medical Imaging (Private),40475.0,38095.0,2380.0,6.25,FY2020/21
Mackay,2020,Q1,Accommodation Fees,17407.0,15803.0,1604.0,10.15,FY2020/21
Mackay,2020,Q1,Equipment Hire,16531.0,15679.0,852.0,5.43,FY2020/21
Mackay,2020,Q1,Research Grants,35964.0,38404.0,-2439.0,-6.35,FY2020/21
Mackay,2020,Q1,Other Commercial,10008.0,9314.0,694.0,7.45,FY2020/21
Mackay,2020,Q2,Car Parking,93864.0,95746.0,-1882.0,-1.97,FY2020/21
Mackay,2020,Q2,Cafeteria & Food Services,52184.0,54999.0,-2815.0,-5.12,FY2020/21
Mackay,2020,Q2,Private Patient Fees,192784.0,195620.0,-2836.0,-1.45,FY2020/21
Mackay,2020,Q2,Pharmacy Retail,57073.0,58768.0,-1695.0,-2.88,FY2020/21
Mackay,2020,Q2,Medical Imaging (Private),39887.0,43058.0,-3170.0,-7.36,FY2020/21
Mackay,2020,Q2,Accommodation Fees,17969.0,17351.0,619.0,3.57,FY2020/21
Mackay,2020,Q2,Equipment Hire,15956.0,16266.0,-311.0,-1.91,FY2020/21
Mackay,2020,Q2,Research Grants,33725.0,33545.0,179.0,0.53,FY2020/21
Mackay,2020,Q2,Other Commercial,10729.0,10386.0,343.0,3.31,FY2020/21
Mackay,2020,Q3,Car Parking,96887.0,88906.0,7981.0,8.98,FY2020/21
Mackay,2020,Q3,Cafeteria & Food Services,52724.0,56389.0,-3665.0,-6.5,FY2020/21
Mackay,2020,Q3,Private Patient Fees,159826.0,157600.0,2226.0,1.41,FY2020/21
Mackay,2020,Q3,Pharmacy Retail,54565.0,56820.0,-2255.0,-3.97,FY2020/21
Mackay,2020,Q3,Medical Imaging (Private),44873.0,46088.0,-1214.0,-2.64,FY2020/21
Mackay,2020,Q3,Accommodation Fees,18335.0,17278.0,1057.0,6.12,FY2020/21
Mackay,2020,Q3,Equipment Hire,13200.0,12730.0,470.0,3.69,FY2020/21
Mackay,2020,Q3,Research Grants,35104.0,37617.0,-2513.0,-6.68,FY2020/21
Mackay,2020,Q3,Other Commercial,10284.0,10151.0,133.0,1.31,FY2020/21
Mackay,2020,Q4,Car Parking,98670.0,102996.0,-4327.0,-4.2,FY2020/21
Mackay,2020,Q4,Cafeteria & Food Services,54544.0,54845.0,-301.0,-0.55,FY2020/21
Mackay,2020,Q4,Private Patient Fees,163027.0,148447.0,14580.0,9.82,FY2020/21
Mackay,2020,Q4,Pharmacy Retail,62547.0,57810.0,4737.0,8.19,FY2020/21
Mackay,2020,Q4,Medical Imaging (Private),42390.0,42665.0,-275.0,-0.65,FY2020/21
Mackay,2020,Q4,Accommodation Fees,20082.0,20486.0,-404.0,-1.97,FY2020/21
Mackay,2020,Q4,Equipment Hire,13644.0,13316.0,328.0,2.46,FY2020/21
Mackay,2020,Q4,Research Grants,35581.0,38925.0,-3343.0,-8.59,FY2020/21
Mackay,2020,Q4,Other Commercial,10428.0,11310.0,-881.0,-7.79,FY2020/21
Mackay,2021,Q1,Car Parking,114221.0,116316.0,-2095.0,-1.8,FY2021/22
Mackay,2021,Q1,Cafeteria & Food Services,55287.0,57130.0,-1843.0,-3.23,FY2021/22
Mackay,2021,Q1,Private Patient Fees,215134.0,219543.0,-4409.0,-2.01,FY2021/22
Mackay,2021,Q1,Pharmacy Retail,71463.0,71873.0,-410.0,-0.57,FY2021/22
Mackay,2021,Q1,Medical Imaging (Private),51594.0,51794.0,-199.0,-0.38,FY2021/22
Mackay,2021,Q1,Accommodation Fees,22146.0,23498.0,-1352.0,-5.75,FY2021/22
Mackay,2021,Q1,Equipment Hire,16559.0,15185.0,1375.0,9.05,FY2021/22
Mackay,2021,Q1,Research Grants,41150.0,42453.0,-1303.0,-3.07,FY2021/22
Mackay,2021,Q1,Other Commercial,11761.0,11236.0,525.0,4.67,FY2021/22
Mackay,2021,Q2,Car Parking,108959.0,105625.0,3334.0,3.16,FY2021/22
Mackay,2021,Q2,Cafeteria & Food Services,65901.0,71472.0,-5571.0,-7.79,FY2021/22
Mackay,2021,Q2,Private Patient Fees,209066.0,201869.0,7197.0,3.57,FY2021/22
Mackay,2021,Q2,Pharmacy Retail,75716.0,68700.0,7016.0,10.21,FY2021/22
Mackay,2021,Q2,Medical Imaging (Private),53404.0,51656.0,1748.0,3.38,FY2021/22
Mackay,2021,Q2,Accommodation Fees,26290.0,23724.0,2566.0,10.82,FY2021/22
Mackay,2021,Q2,Equipment Hire,18137.0,19010.0,-873.0,-4.59,FY2021/22
Mackay,2021,Q2,Research Grants,41639.0,38186.0,3453.0,9.04,FY2021/22
Mackay,2021,Q2,Other Commercial,13294.0,13342.0,-48.0,-0.36,FY2021/22
Mackay,2021,Q3,Car Parking,110403.0,104588.0,5816.0,5.56,FY2021/22
Mackay,2021,Q3,Cafeteria & Food Services,59463.0,58620.0,843.0,1.44,FY2021/22
Mackay,2021,Q3,Private Patient Fees,187629.0,172850.0,14779.0,8.55,FY2021/22
Mackay,2021,Q3,Pharmacy Retail,77441.0,73412.0,4030.0,5.49,FY2021/22
Mackay,2021,Q3,Medical Imaging (Private),49796.0,49845.0,-49.0,-0.1,FY2021/22
Mackay,2021,Q3,Accommodation Fees,25420.0,23193.0,2227.0,9.6,FY2021/22
Mackay,2021,Q3,Equipment Hire,18240.0,16851.0,1389.0,8.24,FY2021/22
Mackay,2021,Q3,Research Grants,37140.0,33818.0,3322.0,9.82,FY2021/22
Mackay,2021,Q3,Other Commercial,12897.0,11912.0,985.0,8.27,FY2021/22
Mackay,2021,Q4,Car Parking,95728.0,94539.0,1189.0,1.26,FY2021/22
Mackay,2021,Q4,Cafeteria & Food Services,64628.0,61557.0,3071.0,4.99,FY2021/22
Mackay,2021,Q4,Private Patient Fees,205021.0,186156.0,18865.0,10.13,FY2021/22
Mackay,2021,Q4,Pharmacy Retail,70764.0,71862.0,-1098.0,-1.53,FY2021/22
Mackay,2021,Q4,Medical Imaging (Private),54644.0,52812.0,1831.0,3.47,FY2021/22
Mackay,2021,Q4,Accommodation Fees,22822.0,21027.0,1796.0,8.54,FY2021/22
Mackay,2021,Q4,Equipment Hire,17337.0,15948.0,1389.0,8.71,FY2021/22
Mackay,2021,Q4,Research Grants,44463.0,48610.0,-4146.0,-8.53,FY2021/22
Mackay,2021,Q4,Other Commercial,13287.0,14257.0,-970.0,-6.8,FY2021/22
Mackay,2022,Q1,Car Parking,128606.0,133772.0,-5166.0,-3.86,FY2022/23
Mackay,2022,Q1,Cafeteria & Food Services,66164.0,67894.0,-1730.0,-2.55,FY2022/23
Mackay,2022,Q1,Private Patient Fees,241561.0,240692.0,869.0,0.36,FY2022/23
Mackay,2022,Q1,Pharmacy Retail,88891.0,85014.0,3877.0,4.56,FY2022/23
Mackay,2022,Q1,Medical Imaging (Private),60042.0,65141.0,-5099.0,-7.83,FY2022/23
Mackay,2022,Q1,Accommodation Fees,24932.0,24860.0,72.0,0.29,FY2022/23
Mackay,2022,Q1,Equipment Hire,23001.0,23509.0,-508.0,-2.16,FY2022/23
Mackay,2022,Q1,Research Grants,49376.0,46905.0,2471.0,5.27,FY2022/23
Mackay,2022,Q1,Other Commercial,13427.0,14373.0,-945.0,-6.58,FY2022/23
Mackay,2022,Q2,Car Parking,127353.0,127728.0,-375.0,-0.29,FY2022/23
Mackay,2022,Q2,Cafeteria & Food Services,63056.0,56953.0,6103.0,10.72,FY2022/23
Mackay,2022,Q2,Private Patient Fees,271331.0,264656.0,6675.0,2.52,FY2022/23
Mackay,2022,Q2,Pharmacy Retail,85786.0,78575.0,7211.0,9.18,FY2022/23
Mackay,2022,Q2,Medical Imaging (Private),65543.0,71214.0,-5670.0,-7.96,FY2022/23
Mackay,2022,Q2,Accommodation Fees,28411.0,26286.0,2124.0,8.08,FY2022/23
Mackay,2022,Q2,Equipment Hire,21338.0,22475.0,-1137.0,-5.06,FY2022/23
Mackay,2022,Q2,Research Grants,47735.0,51362.0,-3626.0,-7.06,FY2022/23
