HHS,Year,Quarter,Care_Type,NWA_Units,NWA_Price,ABF_Funded_Amt,Actual_Cost,Variance,Variance_Pct,FY
Townsville,2022,Q3,Admitted Subacute,3258.2,5389,17558478.0,17035219.0,523259.0,2.98,FY2022/23
Townsville,2022,Q3,Emergency Department,8048.5,5389,43373290.0,45991551.0,-2618261.0,-6.04,FY2022/23
Townsville,2022,Q3,Outpatient,7290.5,5389,39288565.0,41220489.0,-1931924.0,-4.92,FY2022/23
Townsville,2022,Q3,Mental Health,2929.5,5389,15787225.0,16003952.0,-216727.0,-1.37,FY2022/23
Townsville,2022,Q3,Maternity,1505.3,5389,8112097.0,8904340.0,-792242.0,-9.77,FY2022/23
Townsville,2022,Q4,Admitted Acute,14898.1,5389,80286120.0,89418492.0,-9132372.0,-11.37,FY2022/23
Townsville,2022,Q4,Admitted Subacute,3233.4,5389,17424970.0,19426740.0,-2001770.0,-11.49,FY2022/23
Townsville,2022,Q4,Emergency Department,7946.5,5389,42823567.0,47169916.0,-4346349.0,-10.15,FY2022/23
Townsville,2022,Q4,Outpatient,7045.5,5389,37968005.0,42478757.0,-4510751.0,-11.88,FY2022/23
Townsville,2022,Q4,Mental Health,2541.8,5389,13697739.0,14302565.0,-604827.0,-4.42,FY2022/23
Townsville,2022,Q4,Maternity,1675.8,5389,9030854.0,9382395.0,-351541.0,-3.89,FY2022/23
Townsville,2023,Q1,Admitted Acute,16280.2,5512,89736602.0,95863573.0,-6126971.0,-6.83,FY2023/24
Townsville,2023,Q1,Admitted Subacute,3562.6,5512,19637313.0,20750452.0,-1113139.0,-5.67,FY2023/24
Townsville,2023,Q1,Emergency Department,8890.8,5512,49006330.0,54063629.0,-5057299.0,-10.32,FY2023/24
Townsville,2023,Q1,Outpatient,6655.5,5512,36685064.0,36603027.0,82037.0,0.22,FY2023/24
Townsville,2023,Q1,Mental Health,2992.4,5512,16494130.0,18165725.0,-1671595.0,-10.13,FY2023/24
Townsville,2023,Q1,Maternity,1583.7,5512,8729264.0,9213062.0,-483798.0,-5.54,FY2023/24
Townsville,2023,Q2,Admitted Acute,15381.9,5512,84784905.0,83257131.0,1527773.0,1.8,FY2023/24
Townsville,2023,Q2,Admitted Subacute,3567.9,5512,19666296.0,19864333.0,-198037.0,-1.01,FY2023/24
Townsville,2023,Q2,Emergency Department,8889.9,5512,49001237.0,47198721.0,1802516.0,3.68,FY2023/24
Townsville,2023,Q2,Outpatient,7722.3,5512,42565290.0,47573344.0,-5008054.0,-11.77,FY2023/24
Townsville,2023,Q2,Mental Health,2879.7,5512,15873177.0,16526142.0,-652965.0,-4.11,FY2023/24
Townsville,2023,Q2,Maternity,1546.4,5512,8523710.0,9276738.0,-753028.0,-8.83,FY2023/24
Townsville,2023,Q3,Admitted Acute,16421.4,5512,90514944.0,88491471.0,2023472.0,2.24,FY2023/24
Townsville,2023,Q3,Admitted Subacute,3824.7,5512,21081771.0,22975574.0,-1893804.0,-8.98,FY2023/24
Townsville,2023,Q3,Emergency Department,9403.8,5512,51833961.0,55637139.0,-3803178.0,-7.34,FY2023/24
Townsville,2023,Q3,Outpatient,7307.7,5512,40280296.0,41130263.0,-849967.0,-2.11,FY2023/24
Townsville,2023,Q3,Mental Health,2984.5,5512,16450600.0,18050106.0,-1599506.0,-9.72,FY2023/24
Townsville,2023,Q3,Maternity,1478.9,5512,8151916.0,7780860.0,371056.0,4.55,FY2023/24
Townsville,2023,Q4,Admitted Acute,15634.7,5512,86178657.0,93744631.0,-7565975.0,-8.78,FY2023/24
Townsville,2023,Q4,Admitted Subacute,3868.5,5512,21323414.0,20802502.0,520912.0,2.44,FY2023/24
Townsville,2023,Q4,Emergency Department,8904.6,5512,49082276.0,49806310.0,-724035.0,-1.48,FY2023/24
Townsville,2023,Q4,Outpatient,7717.1,5512,42536929.0,46499679.0,-3962750.0,-9.32,FY2023/24
Townsville,2023,Q4,Mental Health,2942.3,5512,16218220.0,16699542.0,-481322.0,-2.97,FY2023/24
Townsville,2023,Q4,Maternity,1573.3,5512,8671820.0,8641288.0,30532.0,0.35,FY2023/24
Townsville,2024,Q1,Admitted Acute,15154.6,5678,86048046.0,94394948.0,-8346902.0,-9.7,FY2024/25
Townsville,2024,Q1,Admitted Subacute,3854.1,5678,21883373.0,24508328.0,-2624954.0,-12.0,FY2024/25
Townsville,2024,Q1,Emergency Department,9684.8,5678,54990278.0,57433133.0,-2442855.0,-4.44,FY2024/25
Townsville,2024,Q1,Outpatient,7656.6,5678,43473895.0,48282550.0,-4808655.0,-11.06,FY2024/25
Townsville,2024,Q1,Mental Health,3014.4,5678,17115700.0,16979617.0,136084.0,0.8,FY2024/25
Townsville,2024,Q1,Maternity,1618.3,5678,9188946.0,8931261.0,257685.0,2.8,FY2024/25
Townsville,2024,Q2,Admitted Acute,17497.6,5678,99351221.0,104621772.0,-5270551.0,-5.3,FY2024/25
Townsville,2024,Q2,Admitted Subacute,3511.0,5678,19935219.0,21214844.0,-1279624.0,-6.42,FY2024/25
Townsville,2024,Q2,Emergency Department,9141.4,5678,51905142.0,52470268.0,-565126.0,-1.09,FY2024/25
Townsville,2024,Q2,Outpatient,6886.7,5678,39102957.0,41612094.0,-2509137.0,-6.42,FY2024/25
Townsville,2024,Q2,Mental Health,2864.0,5678,16261582.0,17583553.0,-1321971.0,-8.13,FY2024/25
Townsville,2024,Q2,Maternity,1636.5,5678,9292119.0,10173670.0,-881551.0,-9.49,FY2024/25
Townsville,2024,Q3,Admitted Acute,16448.0,5678,93391613.0,97627805.0,-4236193.0,-4.54,FY2024/25
Townsville,2024,Q3,Admitted Subacute,3891.5,5678,22095950.0,22506760.0,-410810.0,-1.86,FY2024/25
Townsville,2024,Q3,Emergency Department,8446.5,5678,47959249.0,45795954.0,2163295.0,4.51,FY2024/25
Townsville,2024,Q3,Outpatient,7640.3,5678,43381531.0,45787151.0,-2405620.0,-5.55,FY2024/25
Townsville,2024,Q3,Mental Health,2947.9,5678,16738182.0,16507260.0,230922.0,1.38,FY2024/25
Townsville,2024,Q3,Maternity,1536.3,5678,8723355.0,8308757.0,414598.0,4.75,FY2024/25
Townsville,2024,Q4,Admitted Acute,15922.5,5678,90408145.0,94954410.0,-4546265.0,-5.03,FY2024/25
Townsville,2024,Q4,Admitted Subacute,3607.0,5678,20480732.0,20979863.0,-499131.0,-2.44,FY2024/25
Townsville,2024,Q4,Emergency Department,9552.0,5678,54236510.0,54735672.0,-499162.0,-0.92,FY2024/25
Townsville,2024,Q4,Outpatient,7357.1,5678,41773362.0,45249783.0,-3476421.0,-8.32,FY2024/25
Townsville,2024,Q4,Mental Health,2807.4,5678,15940607.0,16829371.0,-888764.0,-5.58,FY2024/25
Townsville,2024,Q4,Maternity,1725.8,5678,9799245.0,10891063.0,-1091817.0,-11.14,FY2024/25
Mackay,2019,Q1,Admitted Acute,7548.3,5012,37831849.0,41899526.0,-4067677.0,-10.75,FY2019/20
Mackay,2019,Q1,Admitted Subacute,1797.7,5012,9010220.0,8955272.0,54948.0,0.61,FY2019/20
Mackay,2019,Q1,Emergency Department,4371.2,5012,21908613.0,24463278.0,-2554666.0,-11.66,FY2019/20
Mackay,2019,Q1,Outpatient,3595.7,5012,18021889.0,18127998.0,-106109.0,-0.59,FY2019/20
Mackay,2019,Q1,Mental Health,1429.9,5012,7166568.0,7100813.0,65755.0,0.92,FY2019/20
Mackay,2019,Q1,Maternity,745.7,5012,3737501.0,3632513.0,104988.0,2.81,FY2019/20
Mackay,2019,Q2,Admitted Acute,7523.9,5012,37709780.0,36798088.0,911692.0,2.42,FY2019/20
Mackay,2019,Q2,Admitted Subacute,1696.0,5012,8500263.0,9001342.0,-501080.0,-5.89,FY2019/20
Mackay,2019,Q2,Emergency Department,4176.0,5012,20930330.0,21113752.0,-183422.0,-0.88,FY2019/20
Mackay,2019,Q2,Outpatient,3828.6,5012,19188693.0,19775358.0,-586665.0,-3.06,FY2019/20
Mackay,2019,Q2,Mental Health,1437.5,5012,7204915.0,7055733.0,149182.0,2.07,FY2019/20
Mackay,2019,Q2,Maternity,760.6,5012,3812192.0,3648069.0,164124.0,4.31,FY2019/20
Mackay,2019,Q3,Admitted Acute,7576.2,5012,37972099.0,37871866.0,100233.0,0.26,FY2019/20
Mackay,2019,Q3,Admitted Subacute,1707.0,5012,8555379.0,8256620.0,298759.0,3.49,FY2019/20
Mackay,2019,Q3,Emergency Department,4132.9,5012,20714233.0,21301117.0,-586884.0,-2.83,FY2019/20
Mackay,2019,Q3,Outpatient,3430.8,5012,17195411.0,17400482.0,-205070.0,-1.19,FY2019/20
Mackay,2019,Q3,Mental Health,1400.8,5012,7020637.0,7493597.0,-472960.0,-6.74,FY2019/20
Mackay,2019,Q3,Maternity,741.0,5012,3714052.0,4033088.0,-319036.0,-8.59,FY2019/20
Mackay,2019,Q4,Admitted Acute,8163.7,5012,40916527.0,39439401.0,1477126.0,3.61,FY2019/20
Mackay,2019,Q4,Admitted Subacute,1907.6,5012,9560844.0,10579536.0,-1018692.0,-10.65,FY2019/20
Mackay,2019,Q4,Emergency Department,4091.0,5012,20504086.0,20443993.0,60093.0,0.29,FY2019/20
Mackay,2019,Q4,Outpatient,3776.4,5012,18927176.0,20388433.0,-1461256.0,-7.72,FY2019/20
Mackay,2019,Q4,Mental Health,1329.3,5012,6662616.0,6566603.0,96012.0,1.44,FY2019/20
Mackay,2019,Q4,Maternity,783.4,5012,3926503.0,4053600.0,-127097.0,-3.24,FY2019/20
Mackay,2020,Q1,Admitted Acute,7352.5,5127,37696433.0,38175755.0,-479322.0,-1.27,FY2020/21
Mackay,2020,Q1,Admitted Subacute,1613.9,5127,8274298.0,8911999.0,-637701.0,-7.71,FY2020/21
Mackay,2020,Q1,Emergency Department,3674.6,5127,18839624.0,18706131.0,133492.0,0.71,FY2020/21
Mackay,2020,Q1,Outpatient,3358.0,5127,17216703.0,18975994.0,-1759292.0,-10.22,FY2020/21
Mackay,2020,Q1,Mental Health,1265.2,5127,6486472.0,6748910.0,-262438.0,-4.05,FY2020/21
Mackay,2020,Q1,Maternity,676.2,5127,3467111.0,3557465.0,-90353.0,-2.61,FY2020/21
Mackay,2020,Q2,Admitted Acute,7253.7,5127,37189508.0,36862983.0,326524.0,0.88,FY2020/21
Mackay,2020,Q2,Admitted Subacute,1563.7,5127,8016859.0,8130204.0,-113345.0,-1.41,FY2020/21
Mackay,2020,Q2,Emergency Department,3664.0,5127,18785540.0,18874836.0,-89296.0,-0.48,FY2020/21
Mackay,2020,Q2,Outpatient,3097.3,5127,15879766.0,15969877.0,-90111.0,-0.57,FY2020/21
Mackay,2020,Q2,Mental Health,1186.0,5127,6080487.0,6696986.0,-616498.0,-10.14,FY2020/21
Mackay,2020,Q2,Maternity,732.4,5127,3755045.0,4000802.0,-245758.0,-6.54,FY2020/21
Mackay,2020,Q3,Admitted Acute,7549.9,5127,38708161.0,40052695.0,-1344535.0,-3.47,FY2020/21
Mackay,2020,Q3,Admitted Subacute,1516.3,5127,7774028.0,8095159.0,-321130.0,-4.13,FY2020/21
Mackay,2020,Q3,Emergency Department,4023.9,5127,20630765.0,22213654.0,-1582889.0,-7.67,FY2020/21
Mackay,2020,Q3,Outpatient,3211.7,5127,16466353.0,16000168.0,466185.0,2.83,FY2020/21
Mackay,2020,Q3,Mental Health,1219.1,5127,6250389.0,6323669.0,-73280.0,-1.17,FY2020/21
Mackay,2020,Q3,Maternity,738.4,5127,3786018.0,3964083.0,-178065.0,-4.7,FY2020/21
Mackay,2020,Q4,Admitted Acute,7049.9,5127,36144607.0,40399101.0,-4254495.0,-11.77,FY2020/21
Mackay,2020,Q4,Admitted Subacute,1651.1,5127,8465076.0,8383206.0,81870.0,0.97,FY2020/21
Mackay,2020,Q4,Emergency Department,3715.9,5127,19051566.0,18594063.0,457503.0,2.4,FY2020/21
Mackay,2020,Q4,Outpatient,3115.2,5127,15971691.0,15609387.0,362304.0,2.27,FY2020/21
Mackay,2020,Q4,Mental Health,1199.5,5127,6149690.0,6140258.0,9433.0,0.15,FY2020/21
Mackay,2020,Q4,Maternity,683.9,5127,3506299.0,3865520.0,-359221.0,-10.25,FY2020/21
Mackay,2021,Q1,Admitted Acute,7365.7,5234,38551991.0,40061954.0,-1509963.0,-3.92,FY2021/22
Mackay,2021,Q1,Admitted Subacute,1751.1,5234,9165413.0,10237807.0,-1072393.0,-11.7,FY2021/22
Mackay,2021,Q1,Emergency Department,4073.2,5234,21319265.0,21695240.0,-375975.0,-1.76,FY2021/22
Mackay,2021,Q1,Outpatient,3820.1,5234,19994401.0,21936582.0,-1942180.0,-9.71,FY2021/22
Mackay,2021,Q1,Mental Health,1451.9,5234,7599249.0,7552464.0,46785.0,0.62,FY2021/22
Mackay,2021,Q1,Maternity,748.0,5234,3915143.0,4164418.0,-249275.0,-6.37,FY2021/22
Mackay,2021,Q2,Admitted Acute,8438.5,5234,44166881.0,46138919.0,-1972038.0,-4.46,FY2021/22
Mackay,2021,Q2,Admitted Subacute,1797.0,5234,9405269.0,9382663.0,22606.0,0.24,FY2021/22
Mackay,2021,Q2,Emergency Department,4530.1,5234,23710316.0,23278728.0,431589.0,1.82,FY2021/22
Mackay,2021,Q2,Outpatient,3453.0,5234,18072790.0,18476251.0,-403460.0,-2.23,FY2021/22
Mackay,2021,Q2,Mental Health,1383.5,5234,7241148.0,7177496.0,63652.0,0.88,FY2021/22
Mackay,2021,Q2,Maternity,740.9,5234,3878080.0,4086742.0,-208662.0,-5.38,FY2021/22
Mackay,2021,Q3,Admitted Acute,7629.0,5234,39929999.0,41879002.0,-1949003.0,-4.88,FY2021/22
Mackay,2021,Q3,Admitted Subacute,1678.4,5234,8784487.0,9063779.0,-279292.0,-3.18,FY2021/22
Mackay,2021,Q3,Emergency Department,4365.4,5234,22848738.0,21907598.0,941139.0,4.12,FY2021/22
Mackay,2021,Q3,Outpatient,3460.3,5234,18111250.0,17619538.0,491711.0,2.71,FY2021/22
Mackay,2021,Q3,Mental Health,1285.3,5234,6727090.0,7522859.0,-795769.0,-11.83,FY2021/22
Mackay,2021,Q3,Maternity,767.2,5234,4015299.0,4367355.0,-352056.0,-8.77,FY2021/22
Mackay,2021,Q4,Admitted Acute,7586.0,5234,39705243.0,42320051.0,-2614807.0,-6.59,FY2021/22
Mackay,2021,Q4,Admitted Subacute,1850.6,5234,9685890.0,10182375.0,-496485.0,-5.13,FY2021/22
Mackay,2021,Q4,Emergency Department,4323.0,5234,22626843.0,23079672.0,-452830.0,-2.0,FY2021/22
Mackay,2021,Q4,Outpatient,3467.3,5234,18147742.0,20108061.0,-1960318.0,-10.8,FY2021/22
Mackay,2021,Q4,Mental Health,1454.9,5234,7614926.0,8483443.0,-868517.0,-11.41,FY2021/22
Mackay,2021,Q4,Maternity,742.1,5234,3884336.0,4172738.0,-288402.0,-7.42,FY2021/22
Mackay,2022,Q1,Admitted Acute,9203.2,5389,49595810.0,48644048.0,951762.0,1.92,FY2022/23
Mackay,2022,Q1,Admitted Subacute,1800.8,5389,9704442.0,10441888.0,-737446.0,-7.6,FY2022/23
Mackay,2022,Q1,Emergency Department,4786.4,5389,25793701.0,28195375.0,-2401674.0,-9.31,FY2022/23
Mackay,2022,Q1,Outpatient,3646.9,5389,19653398.0,21327778.0,-1674380.0,-8.52,FY2022/23
Mackay,2022,Q1,Mental Health,1433.2,5389,7723255.0,7551965.0,171290.0,2.22,FY2022/23
Mackay,2022,Q1,Maternity,813.8,5389,4385584.0,4773611.0,-388026.0,-8.85,FY2022/23
Mackay,2022,Q2,Admitted Acute,8827.3,5389,47570381.0,49421874.0,-1851493.0,-3.89,FY2022/23
Mackay,2022,Q2,Admitted Subacute,1891.3,5389,10192183.0,11202474.0,-1010291.0,-9.91,FY2022/23
Mackay,2022,Q2,Emergency Department,4648.6,5389,25051319.0,27276424.0,-2225106.0,-8.88,FY2022/23
Mackay,2022,Q2,Outpatient,3832.3,5389,20652331.0,20943127.0,-290796.0,-1.41,FY2022/23
Mackay,2022,Q2,Mental Health,1496.0,5389,8062016.0,8071966.0,-9950.0,-0.12,FY2022/23
Mackay,2022,Q2,Maternity,894.1,5389,4818149.0,4989012.0,-170863.0,-3.55,FY2022/23
Mackay,2022,Q3,Admitted Acute,8231.5,5389,44359686.0,48925526.0,-4565839.0,-10.29,FY2022/23
Mackay,2022,Q3,Admitted Subacute,1899.1,5389,10233995.0,10667957.0,-433962.0,-4.24,FY2022/23
Mackay,2022,Q3,Emergency Department,5037.6,5389,27147724.0,28671267.0,-1523543.0,-5.61,FY2022/23
Mackay,2022,Q3,Outpatient,3632.8,5389,19577069.0,21726072.0,-2149003.0,-10.98,FY2022/23
Mackay,2022,Q3,Mental Health,1535.8,5389,8276168.0,8333555.0,-57387.0,-0.69,FY2022/23
Mackay,2022,Q3,Maternity,810.4,5389,4367051.0,4738181.0,-371131.0,-8.5,FY2022/23
Mackay,2022,Q4,Admitted Acute,8765.2,5389,47235771.0,49157718.0,-1921947.0,-4.07,FY2022/23
Mackay,2022,Q4,Admitted Subacute,2056.9,5389,11084899.0,12016712.0,-931814.0,-8.41,FY2022/23
Mackay,2022,Q4,Emergency Department,4466.4,5389,24069363.0,24141396.0,-72034.0,-0.3,FY2022/23
Mackay,2022,Q4,Outpatient,3714.3,5389,20016171.0,21546825.0,-1530654.0,-7.65,FY2022/23
Mackay,2022,Q4,Mental Health,1392.7,5389,7505123.0,7856973.0,-351850.0,-4.69,FY2022/23
Mackay,2022,Q4,Maternity,896.1,5389,4829160.0,5307489.0,-478329.0,-9.91,FY2022/23
Mackay,2023,Q1,Admitted Acute,8577.7,5512,47280013.0,51516952.0,-4236939.0,-8.96,FY2023/24
Mackay,2023,Q1,Admitted Subacute,1856.6,5512,10233845.0,11194771.0,-960926.0,-9.39,FY2023/24
Mackay,2023,Q1,Emergency Department,4551.5,5512,25088018.0,25528033.0,-440015.0,-1.75,FY2023/24
Mackay,2023,Q1,Outpatient,4148.4,5512,22865795.0,22305262.0,560533.0,2.45,FY2023/24
Mackay,2023,Q1,Mental Health,1473.3,5512,8120761.0,8711814.0,-591053.0,-7.28,FY2023/24
Mackay,2023,Q1,Maternity,911.0,5512,5021328.0,5317562.0,-296234.0,-5.9,FY2023/24
Mackay,2023,Q2,Admitted Acute,9073.1,5512,50010814.0,52124428.0,-2113615.0,-4.23,FY2023/24
Mackay,2023,Q2,Admitted Subacute,1901.4,5512,10480351.0,10572246.0,-91895.0,-0.88,FY2023/24
Mackay,2023,Q2,Emergency Department,4593.4,5512,25318982.0,27963210.0,-2644228.0,-10.44,FY2023/24
Mackay,2023,Q2,Outpatient,4012.8,5512,22118758.0,22520097.0,-401339.0,-1.81,FY2023/24
Mackay,2023,Q2,Mental Health,1530.6,5512,8436878.0,9373693.0,-936815.0,-11.1,FY2023/24
Mackay,2023,Q2,Maternity,831.2,5512,4581530.0,4809044.0,-227515.0,-4.97,FY2023/24
Mackay,2023,Q3,Admitted Acute,8808.3,5512,48551301.0,51170509.0,-2619208.0,-5.39,FY2023/24
Mackay,2023,Q3,Admitted Subacute,1827.3,5512,10072283.0,11061997.0,-989713.0,-9.83,FY2023/24
Mackay,2023,Q3,Emergency Department,5174.6,5512,28522574.0,29836684.0,-1314110.0,-4.61,FY2023/24
Mackay,2023,Q3,Outpatient,4084.6,5512,22514304.0,24919392.0,-2405088.0,-10.68,FY2023/24
Mackay,2023,Q3,Mental Health,1591.1,5512,8769943.0,8558864.0,211078.0,2.41,FY2023/24
Mackay,2023,Q3,Maternity,890.7,5512,4909767.0,5170679.0,-260913.0,-5.31,FY2023/24
Mackay,2023,Q4,Admitted Acute,8693.2,5512,47916786.0,51519914.0,-3603128.0,-7.52,FY2023/24
Mackay,2023,Q4,Admitted Subacute,2117.6,5512,11672252.0,12925230.0,-1252977.0,-10.73,FY2023/24
Mackay,2023,Q4,Emergency Department,4801.9,5512,26468238.0,25654352.0,813886.0,3.07,FY2023/24
Mackay,2023,Q4,Outpatient,4267.2,5512,23520781.0,25699103.0,-2178322.0,-9.26,FY2023/24
Mackay,2023,Q4,Mental Health,1447.5,5512,7978713.0,8828790.0,-850077.0,-10.65,FY2023/24
Mackay,2023,Q4,Maternity,932.1,5512,5137633.0,5333903.0,-196270.0,-3.82,FY2023/24
Mackay,2024,Q1,Admitted Acute,9131.4,5678,51848297.0,52772776.0,-924479.0,-1.78,FY2024/25
Mackay,2024,Q1,Admitted Subacute,1880.7,5678,10678857.0,10753434.0,-74576.0,-0.7,FY2024/25
Mackay,2024,Q1,Emergency Department,5189.9,5678,29468025.0,28017828.0,1450197.0,4.92,FY2024/25
Mackay,2024,Q1,Outpatient,3942.1,5678,22383286.0,22779217.0,-395931.0,-1.77,FY2024/25
Mackay,2024,Q1,Mental Health,1584.4,5678,8996358.0,9953349.0,-956992.0,-10.64,FY2024/25
Mackay,2024,Q1,Maternity,877.9,5678,4984568.0,5029339.0,-44772.0,-0.9,FY2024/25
Mackay,2024,Q2,Admitted Acute,9342.0,5678,53043886.0,54469549.0,-1425663.0,-2.69,FY2024/25
Mackay,2024,Q2,Admitted Subacute,1935.8,5678,10991313.0,11287141.0,-295828.0,-2.69,FY2024/25
Mackay,2024,Q2,Emergency Department,4665.6,5678,26491043.0,25960845.0,530197.0,2.0,FY2024/25
Mackay,2024,Q2,Outpatient,4048.9,5678,22989894.0,23477679.0,-487784.0,-2.12,FY2024/25
Mackay,2024,Q2,Mental Health,1679.5,5678,9536435.0,9647124.0,-110689.0,-1.16,FY2024/25
Mackay,2024,Q2,Maternity,911.6,5678,5176092.0,5473639.0,-297547.0,-5.75,FY2024/25
Mackay,2024,Q3,Admitted Acute,8298.9,5678,47120904.0,50080161.0,-2959257.0,-6.28,FY2024/25
Mackay,2024,Q3,Admitted Subacute,1920.7,5678,10905642.0,12142145.0,-1236503.0,-11.34,FY2024/25
Mackay,2024,Q3,Emergency Department,4671.7,5678,26526145.0,27069562.0,-543417.0,-2.05,FY2024/25
Mackay,2024,Q3,Outpatient,3781.3,5678,21470259.0,24035281.0,-2565022.0,-11.95,FY2024/25
Mackay,2024,Q3,Mental Health,1575.6,5678,8945991.0,9404164.0,-458173.0,-5.12,FY2024/25
Mackay,2024,Q3,Maternity,837.7,5678,4756228.0,5124804.0,-368576.0,-7.75,FY2024/25
Mackay,2024,Q4,Admitted Acute,8582.3,5678,48730095.0,53733177.0,-5003081.0,-10.27,FY2024/25
Mackay,2024,Q4,Admitted Subacute,1929.5,5678,10955504.0,10762872.0,192632.0,1.76,FY2024/25
Mackay,2024,Q4,Emergency Department,4582.9,5678,26021975.0,26809176.0,-787201.0,-3.03,FY2024/25
Mackay,2024,Q4,Outpatient,4092.0,5678,23234473.0,22332289.0,902184.0,3.88,FY2024/25
Mackay,2024,Q4,Mental Health,1644.4,5678,9337090.0,9589744.0,-252653.0,-2.71,FY2024/25
Mackay,2024,Q4,Maternity,903.5,5678,5130142.0,5258035.0,-127893.0,-2.49,FY2024/25
North West,2019,Q1,Admitted Acute,2460.3,5012,12331050.0,12887659.0,-556609.0,-4.51,FY2019/20
North West,2019,Q1,Admitted Subacute,531.5,5012,2663736.0,2612932.0,50803.0,1.91,FY2019/20
North West,2019,Q1,Emergency Department,1454.6,5012,7290419.0,8098487.0,-808067.0,-11.08,FY2019/20
North West,2019,Q1,Outpatient,1102.2,5012,5524205.0,5502255.0,21950.0,0.4,FY2019/20
North West,2019,Q1,Mental Health,447.6,5012,2243271.0,2286981.0,-43710.0,-1.95,FY2019/20
North West,2019,Q1,Maternity,231.0,5012,1157849.0,1130693.0,27156.0,2.35,FY2019/20
North West,2019,Q2,Admitted Acute,2586.4,5012,12962981.0,13766907.0,-803926.0,-6.2,FY2019/20
North West,2019,Q2,Admitted Subacute,519.9,5012,2605932.0,2573971.0,31961.0,1.23,FY2019/20
North West,2019,Q2,Emergency Department,1315.8,5012,6594972.0,7018513.0,-423541.0,-6.42,FY2019/20
North West,2019,Q2,Outpatient,1038.5,5012,5205202.0,5037066.0,168136.0,3.23,FY2019/20
North West,2019,Q2,Mental Health,458.5,5012,2297973.0,2252823.0,45149.0,1.96,FY2019/20
North West,2019,Q2,Maternity,256.1,5012,1283623.0,1271417.0,12206.0,0.95,FY2019/20
North West,2019,Q3,Admitted Acute,2339.8,5012,11726960.0,11625396.0,101564.0,0.87,FY2019/20
North West,2019,Q3,Admitted Subacute,582.5,5012,2919510.0,3198231.0,-278721.0,-9.55,FY2019/20
North West,2019,Q3,Emergency Department,1447.6,5012,7255614.0,7382741.0,-127127.0,-1.75,FY2019/20
North West,2019,Q3,Outpatient,1155.3,5012,5790140.0,5702404.0,87736.0,1.52,FY2019/20
North West,2019,Q3,Mental Health,423.0,5012,2120178.0,2337236.0,-217058.0,-10.24,FY2019/20
North West,2019,Q3,Maternity,230.5,5012,1155367.0,1114393.0,40973.0,3.55,FY2019/20
North West,2019,Q4,Admitted Acute,2383.2,5012,11944370.0,11401027.0,543344.0,4.55,FY2019/20
North West,2019,Q4,Admitted Subacute,533.8,5012,2675552.0,2806967.0,-131415.0,-4.91,FY2019/20
North West,2019,Q4,Emergency Department,1357.7,5012,6804860.0,7497283.0,-692423.0,-10.18,FY2019/20
North West,2019,Q4,Outpatient,1182.1,5012,5924885.0,5972929.0,-48045.0,-0.81,FY2019/20
North West,2019,Q4,Mental Health,420.7,5012,2108346.0,2139018.0,-30672.0,-1.45,FY2019/20
North West,2019,Q4,Maternity,253.6,5012,1271102.0,1265472.0,5630.0,0.44,FY2019/20
North West,2020,Q1,Admitted Acute,2299.8,5127,11791038.0,12022142.0,-231104.0,-1.96,FY2020/21
North West,2020,Q1,Admitted Subacute,511.6,5127,2622974.0,2686297.0,-63323.0,-2.41,FY2020/21
North West,2020,Q1,Emergency Department,1199.5,5127,6149651.0,6833720.0,-684069.0,-11.12,FY2020/21
North West,2020,Q1,Outpatient,1057.5,5127,5422054.0,5280100.0,141953.0,2.62,FY2020/21
North West,2020,Q1,Mental Health,417.9,5127,2142522.0,2212933.0,-70410.0,-3.29,FY2020/21
North West,2020,Q1,Maternity,239.7,5127,1229124.0,1334798.0,-105674.0,-8.6,FY2020/21
North West,2020,Q2,Admitted Acute,2228.0,5127,11423043.0,10895525.0,527519.0,4.62,FY2020/21
North West,2020,Q2,Admitted Subacute,488.6,5127,2505033.0,2610439.0,-105406.0,-4.21,FY2020/21
North West,2020,Q2,Emergency Department,1266.7,5127,6494563.0,6454562.0,40001.0,0.62,FY2020/21
North West,2020,Q2,Outpatient,956.2,5127,4902416.0,5353135.0,-450719.0,-9.19,FY2020/21
North West,2020,Q2,Mental Health,425.2,5127,2180052.0,2265875.0,-85823.0,-3.94,FY2020/21
North West,2020,Q2,Maternity,213.7,5127,1095405.0,1091344.0,4061.0,0.37,FY2020/21
North West,2020,Q3,Admitted Acute,2081.2,5127,10670494.0,11795492.0,-1124999.0,-10.54,FY2020/21
North West,2020,Q3,Admitted Subacute,476.3,5127,2442216.0,2559461.0,-117245.0,-4.8,FY2020/21
North West,2020,Q3,Emergency Department,1195.4,5127,6128885.0,6399845.0,-270960.0,-4.42,FY2020/21
North West,2020,Q3,Outpatient,1039.3,5127,5328669.0,5813876.0,-485208.0,-9.11,FY2020/21
